,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
9214,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FARKAS, Imre",HUN,Men,C-2 10000M,Bronze
9215,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"HUNICS, Jozsef",HUN,Men,C-2 10000M,Bronze
9216,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BOTEV, Gratsian",URS,Men,C-2 10000M,Gold
9217,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KHARIN, Pavel",URS,Men,C-2 10000M,Gold
9218,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",FRA,Men,C-2 10000M,Silver
9219,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"RENAUD, Marcel",FRA,Men,C-2 10000M,Silver
9220,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"MOHACSI, Ferenc",HUN,Men,C-2 1000M (Canoe Double),Bronze
9221,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"WIELAND, Karoly",HUN,Men,C-2 1000M (Canoe Double),Bronze
9222,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DUMITRU, Alexe",ROU,Men,C-2 1000M (Canoe Double),Gold
9223,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ISMAILCIUC, Simion",ROU,Men,C-2 1000M (Canoe Double),Gold
9224,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BOTEV, Gratsian",URS,Men,C-2 1000M (Canoe Double),Silver
9225,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KHARIN, Pavel",URS,Men,C-2 1000M (Canoe Double),Silver
9226,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"SCHEUER, Michael",EUA,Men,K-1 10000M,Bronze
9227,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",SWE,Men,K-1 10000M,Gold
9228,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"HATLACZKY, Ferenc",HUN,Men,K-1 10000M,Silver
9229,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KISS, Lajos",HUN,Men,K-1 1000M (Kayak Single),Bronze
9230,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",SWE,Men,K-1 1000M (Kayak Single),Gold
9231,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"PISSAREV, Igor",URS,Men,K-1 1000M (Kayak Single),Silver
9235,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BROWN, Walter William",AUS,Men,K-2 10000M,Bronze
9236,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"GREEN, Dennis Allan",AUS,Men,K-2 10000M,Bronze
9237,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FABIAN, Laszlo",HUN,Men,K-2 10000M,Gold
9238,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"URANYI, Janos",HUN,Men,K-2 10000M,Gold
9239,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BRIEL, Fritz",EUA,Men,K-2 10000M,Silver
9240,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KLEINE, Theodor",EUA,Men,K-2 10000M,Silver
9241,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"RAUB, Maximilian",AUT,Men,K-2 1000M (Kayak Double),Bronze
9242,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"WIEDERMANN, Herbert",AUT,Men,K-2 1000M (Kayak Double),Bronze
9243,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"MILTENBERGER, Meinrad",EUA,Men,K-2 1000M (Kayak Double),Gold
9244,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"SCHEUER, Michael",EUA,Men,K-2 1000M (Kayak Double),Gold
9245,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DEMITKOV, Anatoli",URS,Men,K-2 1000M (Kayak Double),Silver
9246,1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KAALESTE, Mikhail",URS,Men,K-2 1000M (Kayak Double),Silver
9247,1956,Melbourne / Stockholm,Cycling,Cycling Road,"JACKSON, Alan Wharmby",GBR,Men,Individual Road Race,Bronze
9248,1956,Melbourne / Stockholm,Cycling,Cycling Road,"BALDINI, Ercole",ITA,Men,Individual Road Race,Gold
9249,1956,Melbourne / Stockholm,Cycling,Cycling Road,"GEYRE, Arnaud",FRA,Men,Individual Road Race,Silver
9250,1956,Melbourne / Stockholm,Cycling,Cycling Road,"POMMER, Reinhold Viktor",EUA,Men,Team Time Trial,Bronze
9251,1956,Melbourne / Stockholm,Cycling,Cycling Road,"SCHUR, Gustav-Adolf",EUA,Men,Team Time Trial,Bronze
9252,1956,Melbourne / Stockholm,Cycling,Cycling Road,"TÜLLER, Horst",EUA,Men,Team Time Trial,Bronze
9253,1956,Melbourne / Stockholm,Cycling,Cycling Road,"GEYRE, Arnaud",FRA,Men,Team Time Trial,Gold
9254,1956,Melbourne / Stockholm,Cycling,Cycling Road,"MOUCHERAUD, Maurice",FRA,Men,Team Time Trial,Gold
9255,1956,Melbourne / Stockholm,Cycling,Cycling Road,"VERMEULEN, Michel",FRA,Men,Team Time Trial,Gold
9256,1956,Melbourne / Stockholm,Cycling,Cycling Road,"BRITTAIN, Arthur Stanley",GBR,Men,Team Time Trial,Silver
9257,1956,Melbourne / Stockholm,Cycling,Cycling Road,"HOLMES, William",GBR,Men,Team Time Trial,Silver
9258,1956,Melbourne / Stockholm,Cycling,Cycling Road,"JACKSON, Alan Wharmby",GBR,Men,Team Time Trial,Silver
9259,1956,Melbourne / Stockholm,Cycling,Cycling Track,"SWIFT, Alfred James",RSA,Men,1KM Time Trial,Bronze
9260,1956,Melbourne / Stockholm,Cycling,Cycling Track,"FAGGIN, Leandro",ITA,Men,1KM Time Trial,Gold
9261,1956,Melbourne / Stockholm,Cycling,Cycling Track,"FOUSEK, Ladislav",TCH,Men,1KM Time Trial,Silver
9262,1956,Melbourne / Stockholm,Cycling,Cycling Track,"OGNA, Giuseppe",ITA,Men,2000M Tandem,Bronze
9263,1956,Melbourne / Stockholm,Cycling,Cycling Track,"PINARELLO, Cesare",ITA,Men,2000M Tandem,Bronze
9264,1956,Melbourne / Stockholm,Cycling,Cycling Track,"BROWNE, Ian Sterry",AUS,Men,2000M Tandem,Gold
9265,1956,Melbourne / Stockholm,Cycling,Cycling Track,"MARCHANT, Anthony John",AUS,Men,2000M Tandem,Gold
9266,1956,Melbourne / Stockholm,Cycling,Cycling Track,"FOUSEK, Ladislav",TCH,Men,2000M Tandem,Silver
9267,1956,Melbourne / Stockholm,Cycling,Cycling Track,"MACHEK, Vaclav",TCH,Men,2000M Tandem,Silver
9268,1956,Melbourne / Stockholm,Cycling,Cycling Track,"PLOOG, Richard Francis",AUS,Men,Sprint Indivual,Bronze
9269,1956,Melbourne / Stockholm,Cycling,Cycling Track,"ROUSSEAU, Michel",FRA,Men,Sprint Indivual,Gold
9270,1956,Melbourne / Stockholm,Cycling,Cycling Track,"PESENTI, Guglielmo",ITA,Men,Sprint Indivual,Silver
9271,1956,Melbourne / Stockholm,Cycling,Cycling Track,"BURGESS, Donald Christopher",GBR,Men,Team Pursuit (4000M),Bronze
9272,1956,Melbourne / Stockholm,Cycling,Cycling Track,"GAMBRILL, Michael John",GBR,Men,Team Pursuit (4000M),Bronze
9273,1956,Melbourne / Stockholm,Cycling,Cycling Track,"GEDDES, John Reuben",GBR,Men,Team Pursuit (4000M),Bronze
9274,1956,Melbourne / Stockholm,Cycling,Cycling Track,"SIMPSON, Thomas",GBR,Men,Team Pursuit (4000M),Bronze
9275,1956,Melbourne / Stockholm,Cycling,Cycling Track,"DOMENICALI, Antonio",ITA,Men,Team Pursuit (4000M),Gold
9276,1956,Melbourne / Stockholm,Cycling,Cycling Track,"FAGGIN, Leandro",ITA,Men,Team Pursuit (4000M),Gold
9277,1956,Melbourne / Stockholm,Cycling,Cycling Track,"GANDINI, Franco",ITA,Men,Team Pursuit (4000M),Gold
9278,1956,Melbourne / Stockholm,Cycling,Cycling Track,"GASPARELLA, Valentino",ITA,Men,Team Pursuit (4000M),Gold
9279,1956,Melbourne / Stockholm,Cycling,Cycling Track,"BIANCHI, Rene",FRA,Men,Team Pursuit (4000M),Silver
9280,1956,Melbourne / Stockholm,Cycling,Cycling Track,"GRACZYK, Jean",FRA,Men,Team Pursuit (4000M),Silver
9281,1956,Melbourne / Stockholm,Cycling,Cycling Track,"LECANTE, Jean-Claude",FRA,Men,Team Pursuit (4000M),Silver
9282,1956,Melbourne / Stockholm,Cycling,Cycling Track,"VERMEULEN, Michel",FRA,Men,Team Pursuit (4000M),Silver
9283,1956,Melbourne / Stockholm,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,Individual,Gold
9287,1956,Melbourne / Stockholm,Equestrian,Dressage,"CHAMMARTIN, Henri",SUI,Men,Team,Bronze
9288,1956,Melbourne / Stockholm,Equestrian,Dressage,"FISCHER, Gustav",SUI,Men,Team,Bronze
9289,1956,Melbourne / Stockholm,Equestrian,Dressage,"TRACHSEL, Gottfried",SUI,Men,Team,Bronze
9290,1956,Melbourne / Stockholm,Equestrian,Dressage,"BOLTENSTERN JR., Gustaf Adolf",SWE,Men,Team,Gold
9291,1956,Melbourne / Stockholm,Equestrian,Dressage,"PERSSON, Gehnäll",SWE,Men,Team,Gold
9292,1956,Melbourne / Stockholm,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,Team,Gold
9297,1956,Melbourne / Stockholm,Equestrian,Eventing,"WELDON, Francis William Charles",GBR,Men,Individual,Bronze
9298,1956,Melbourne / Stockholm,Equestrian,Eventing,"KASTENMAN, Petrus",SWE,Men,Individual,Gold
9299,1956,Melbourne / Stockholm,Equestrian,Eventing,"LÜTKE WESTHUES, August",EUA,Men,Individual,Silver
9300,1956,Melbourne / Stockholm,Equestrian,Eventing,"ELDER, Henry James",CAN,Men,Team,Bronze
9301,1956,Melbourne / Stockholm,Equestrian,Eventing,"HERBINSON, Brian",CAN,Men,Team,Bronze
9302,1956,Melbourne / Stockholm,Equestrian,Eventing,"RUMBLE, John Mitchell",CAN,Men,Team,Bronze
9303,1956,Melbourne / Stockholm,Equestrian,Eventing,"HILL, Albert Edwin",GBR,Men,Team,Gold
9304,1956,Melbourne / Stockholm,Equestrian,Eventing,"ROOK, Arthur Laurence",GBR,Men,Team,Gold
9305,1956,Melbourne / Stockholm,Equestrian,Eventing,"WELDON, Francis William Charles",GBR,Men,Team,Gold
9306,1956,Melbourne / Stockholm,Equestrian,Eventing,"LÜTKE WESTHUES, August",EUA,Men,Team,Silver
9307,1956,Melbourne / Stockholm,Equestrian,Eventing,"ROTHE, Otto",EUA,Men,Team,Silver
9308,1956,Melbourne / Stockholm,Equestrian,Eventing,"WAGNER, Klaus",EUA,Men,Team,Silver
9311,1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Piero",ITA,Men,Individual,Bronze
9312,1956,Melbourne / Stockholm,Equestrian,Jumping,"WINKLER, Hans Günter",EUA,Men,Individual,Gold
9313,1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Raimondo",ITA,Men,Individual,Silver
9315,1956,Melbourne / Stockholm,Equestrian,Jumping,"ROBESON, Peter David",GBR,Men,Team,Bronze
9316,1956,Melbourne / Stockholm,Equestrian,Jumping,"WHITE, Wilfred Harry",GBR,Men,Team,Bronze
9317,1956,Melbourne / Stockholm,Equestrian,Jumping,"LUTKE WESTHUES, Alfons",EUA,Men,Team,Gold
9318,1956,Melbourne / Stockholm,Equestrian,Jumping,"THIEDEMANN, Fritz",EUA,Men,Team,Gold
9319,1956,Melbourne / Stockholm,Equestrian,Jumping,"WINKLER, Hans Günter",EUA,Men,Team,Gold
9320,1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Piero",ITA,Men,Team,Silver
9321,1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Raimondo",ITA,Men,Team,Silver
9322,1956,Melbourne / Stockholm,Equestrian,Jumping,"OPPES, Salvatore",ITA,Men,Team,Silver
9326,1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Épée Individual,Bronze
9327,1956,Melbourne / Stockholm,Fencing,Fencing,"PAVESI, Carlo",ITA,Men,Épée Individual,Gold
9328,1956,Melbourne / Stockholm,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,Épée Individual,Silver
9329,1956,Melbourne / Stockholm,Fencing,Fencing,"DAGALLIER, Daniel",FRA,Men,Épée Team,Bronze
9330,1956,Melbourne / Stockholm,Fencing,Fencing,"DREYFUS, Yves",FRA,Men,Épée Team,Bronze
9331,1956,Melbourne / Stockholm,Fencing,Fencing,"MOUYAL, Armand",FRA,Men,Épée Team,Bronze
9332,1956,Melbourne / Stockholm,Fencing,Fencing,"NIGON, Claude",FRA,Men,Épée Team,Bronze
9333,1956,Melbourne / Stockholm,Fencing,Fencing,"QUEYROUX, Rene",FRA,Men,Épée Team,Bronze
9334,1956,Melbourne / Stockholm,Fencing,Fencing,"ANGLESIO, Giorgio",ITA,Men,Épée Team,Gold
9335,1956,Melbourne / Stockholm,Fencing,Fencing,"BERTINETTI, Franco",ITA,Men,Épée Team,Gold
9336,1956,Melbourne / Stockholm,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,Épée Team,Gold
9337,1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Épée Team,Gold
9338,1956,Melbourne / Stockholm,Fencing,Fencing,"PAVESI, Carlo",ITA,Men,Épée Team,Gold
9339,1956,Melbourne / Stockholm,Fencing,Fencing,"PELLEGRINO, Alberto",ITA,Men,Épée Team,Gold
9340,1956,Melbourne / Stockholm,Fencing,Fencing,"BALTHAZAR, Lajos",HUN,Men,Épée Team,Silver
9341,1956,Melbourne / Stockholm,Fencing,Fencing,"BERZSENYI, Barnabas",HUN,Men,Épée Team,Silver
9342,1956,Melbourne / Stockholm,Fencing,Fencing,"MAROSI, Jozsef",HUN,Men,Épée Team,Silver
9343,1956,Melbourne / Stockholm,Fencing,Fencing,"NAGY, Ambrus",HUN,Men,Épée Team,Silver
9344,1956,Melbourne / Stockholm,Fencing,Fencing,"RERRICH, Bela",HUN,Men,Épée Team,Silver
9345,1956,Melbourne / Stockholm,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Men,Épée Team,Silver
9346,1956,Melbourne / Stockholm,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,Foil Individual,Bronze
9347,1956,Melbourne / Stockholm,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,Foil Individual,Gold
9348,1956,Melbourne / Stockholm,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,Foil Individual,Silver
9352,1956,Melbourne / Stockholm,Fencing,Fencing,"FÜLÖP, Mihaly",HUN,Men,Foil Team,Bronze
9353,1956,Melbourne / Stockholm,Fencing,Fencing,"GYURICZA, Jozsef",HUN,Men,Foil Team,Bronze
9354,1956,Melbourne / Stockholm,Fencing,Fencing,"MAROSI, Jozsef",HUN,Men,Foil Team,Bronze
9355,1956,Melbourne / Stockholm,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Men,Foil Team,Bronze
9356,1956,Melbourne / Stockholm,Fencing,Fencing,"SOMODI, Lajos",HUN,Men,Foil Team,Bronze
9357,1956,Melbourne / Stockholm,Fencing,Fencing,"TILLI, Endre",HUN,Men,Foil Team,Bronze
9358,1956,Melbourne / Stockholm,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,Foil Team,Gold
9359,1956,Melbourne / Stockholm,Fencing,Fencing,"CARPANEDA, Luigi Arturo",ITA,Men,Foil Team,Gold
9360,1956,Melbourne / Stockholm,Fencing,Fencing,"DI ROSA, Manlio",ITA,Men,Foil Team,Gold
9361,1956,Melbourne / Stockholm,Fencing,Fencing,"LUCARELLI, Vittorio",ITA,Men,Foil Team,Gold
9362,1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Foil Team,Gold
9363,1956,Melbourne / Stockholm,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,Foil Team,Gold
9364,1956,Melbourne / Stockholm,Fencing,Fencing,"BAUDOUX, Bernard",FRA,Men,Foil Team,Silver
9365,1956,Melbourne / Stockholm,Fencing,Fencing,"CLOSSET, Roger",FRA,Men,Foil Team,Silver
9366,1956,Melbourne / Stockholm,Fencing,Fencing,"COICAUD, Rene",FRA,Men,Foil Team,Silver
9367,1956,Melbourne / Stockholm,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,Foil Team,Silver
9368,1956,Melbourne / Stockholm,Fencing,Fencing,"LATASTE, Jacques",FRA,Men,Foil Team,Silver
9369,1956,Melbourne / Stockholm,Fencing,Fencing,"NETTER, Claude",FRA,Men,Foil Team,Silver
9370,1956,Melbourne / Stockholm,Fencing,Fencing,"KUZNETSOV, Lev",URS,Men,Sabre Individual,Bronze
9371,1956,Melbourne / Stockholm,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,Sabre Individual,Gold
9372,1956,Melbourne / Stockholm,Fencing,Fencing,"PAWLOWSKI, Jerzy",POL,Men,Sabre Individual,Silver
9373,1956,Melbourne / Stockholm,Fencing,Fencing,"BOGDANOV, Leonid",URS,Men,Sabre Team,Bronze
9374,1956,Melbourne / Stockholm,Fencing,Fencing,"CHEREPOVSKY, Yevgeni",URS,Men,Sabre Team,Bronze
9375,1956,Melbourne / Stockholm,Fencing,Fencing,"KUZNETSOV, Lev",URS,Men,Sabre Team,Bronze
9376,1956,Melbourne / Stockholm,Fencing,Fencing,"RYLSKY, Yakov",URS,Men,Sabre Team,Bronze
9377,1956,Melbourne / Stockholm,Fencing,Fencing,"TYSHLER, David",URS,Men,Sabre Team,Bronze
9378,1956,Melbourne / Stockholm,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,Sabre Team,Gold
9379,1956,Melbourne / Stockholm,Fencing,Fencing,"HAMORI, Jenö",HUN,Men,Sabre Team,Gold
9380,1956,Melbourne / Stockholm,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,Sabre Team,Gold
9381,1956,Melbourne / Stockholm,Fencing,Fencing,"KERESZTES, Attila",HUN,Men,Sabre Team,Gold
9382,1956,Melbourne / Stockholm,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Men,Sabre Team,Gold
9383,1956,Melbourne / Stockholm,Fencing,Fencing,"MAGAI, Daniel",HUN,Men,Sabre Team,Gold
9384,1956,Melbourne / Stockholm,Fencing,Fencing,"KUSZEWSKI, Marian Zygmunt",POL,Men,Sabre Team,Silver
9385,1956,Melbourne / Stockholm,Fencing,Fencing,"PAWLAS, Zygmunt",POL,Men,Sabre Team,Silver
9386,1956,Melbourne / Stockholm,Fencing,Fencing,"PAWLOWSKI, Jerzy",POL,Men,Sabre Team,Silver
9387,1956,Melbourne / Stockholm,Fencing,Fencing,"PIATKOWSKI, Andrzej Ryszard",POL,Men,Sabre Team,Silver
9388,1956,Melbourne / Stockholm,Fencing,Fencing,"ZABLOCKI, Wojciech",POL,Men,Sabre Team,Silver
9389,1956,Melbourne / Stockholm,Fencing,Fencing,"ZUB, Ryszard",POL,Men,Sabre Team,Silver
9390,1956,Melbourne / Stockholm,Football,Football,"DIEV, Todor Nedyalkov",BUL,Men,Football,Bronze
9391,1956,Melbourne / Stockholm,Football,Football,"KOLEV, Ivan Petkov",BUL,Men,Football,Bronze
9392,1956,Melbourne / Stockholm,Football,Football,"KOVATCHEV, Nikolai Dimitrov",BUL,Men,Football,Bronze
9393,1956,Melbourne / Stockholm,Football,Football,"MANOLOV, Manol Tomov",BUL,Men,Football,Bronze
9394,1956,Melbourne / Stockholm,Football,Football,"NAYDENOV, Georghi Spirov",BUL,Men,Football,Bronze
9395,1956,Melbourne / Stockholm,Football,Football,"NIKOLOV, Guergui Dimitrov",BUL,Men,Football,Bronze
9396,1956,Melbourne / Stockholm,Football,Football,"NIKOLOV, Miltcho Goranov",BUL,Men,Football,Bronze
9397,1956,Melbourne / Stockholm,Football,Football,"PANAYOTOV, Panayot Mitov",BUL,Men,Football,Bronze
9398,1956,Melbourne / Stockholm,Football,Football,"RAKAROV, Kirill Manolov",BUL,Men,Football,Bronze
9399,1956,Melbourne / Stockholm,Football,Football,"STEFANOV, Stefan Bojilov",BUL,Men,Football,Bronze
9400,1956,Melbourne / Stockholm,Football,Football,"STOYANOV, Dimitre Milanov",BUL,Men,Football,Bronze
9401,1956,Melbourne / Stockholm,Football,Football,"STOYANOV, Gavril Todorov",BUL,Men,Football,Bronze
9402,1956,Melbourne / Stockholm,Football,Football,"YANEV, Kroum Ivanov",BUL,Men,Football,Bronze
9403,1956,Melbourne / Stockholm,Football,Football,"YORDANOV, Yordan Yossifov",BUL,Men,Football,Bronze
9404,1956,Melbourne / Stockholm,Football,Football,"BASHASHKIN, Anatoli",URS,Men,Football,Gold
9405,1956,Melbourne / Stockholm,Football,Football,"BETSA, Iosif",URS,Men,Football,Gold
9406,1956,Melbourne / Stockholm,Football,Football,"ILYIN, Anatoli",URS,Men,Football,Gold
9407,1956,Melbourne / Stockholm,Football,Football,"ISAEV, Anatoli",URS,Men,Football,Gold
9408,1956,Melbourne / Stockholm,Football,Football,"IVANOV, Valentin",URS,Men,Football,Gold
9409,1956,Melbourne / Stockholm,Football,Football,"KUZNETSOV, Boris",URS,Men,Football,Gold
9410,1956,Melbourne / Stockholm,Football,Football,"MASLENKIN, Anatoli",URS,Men,Football,Gold
9411,1956,Melbourne / Stockholm,Football,Football,"NETTO, Igor",URS,Men,Football,Gold
9412,1956,Melbourne / Stockholm,Football,Football,"OGONKOV, Mikhail",URS,Men,Football,Gold
9413,1956,Melbourne / Stockholm,Football,Football,"PARAMONOV, Aleksei",URS,Men,Football,Gold
9414,1956,Melbourne / Stockholm,Football,Football,"RAZINSKY, Boris",URS,Men,Football,Gold
9415,1956,Melbourne / Stockholm,Football,Football,"RYZHKIN, Vladimir",URS,Men,Football,Gold
9416,1956,Melbourne / Stockholm,Football,Football,"SALNIKOV, Sergei",URS,Men,Football,Gold
9417,1956,Melbourne / Stockholm,Football,Football,"SIMONYAN, Nikita",URS,Men,Football,Gold
9418,1956,Melbourne / Stockholm,Football,Football,"STRELTSOV, Eduard",URS,Men,Football,Gold
9419,1956,Melbourne / Stockholm,Football,Football,"TATUSHIN, Boris",URS,Men,Football,Gold
9420,1956,Melbourne / Stockholm,Football,Football,"TISHCHENKO, Nikolai",URS,Men,Football,Gold
9421,1956,Melbourne / Stockholm,Football,Football,"YASHIN, Lev",URS,Men,Football,Gold
9422,1956,Melbourne / Stockholm,Football,Football,"ANTIC, Sava",YUG,Men,Football,Silver
9423,1956,Melbourne / Stockholm,Football,Football,"BIOGRADLIC, Ibrahim",YUG,Men,Football,Silver
9424,1956,Melbourne / Stockholm,Football,Football,"KOSCAK, Mladen",YUG,Men,Football,Silver
9425,1956,Melbourne / Stockholm,Football,Football,"KRSTIC, Dobroslav",YUG,Men,Football,Silver
9426,1956,Melbourne / Stockholm,Football,Football,"LIPOSINOVIC, Luka",YUG,Men,Football,Silver
9427,1956,Melbourne / Stockholm,Football,Football,"MUJIC, Muhamed",YUG,Men,Football,Silver
9428,1956,Melbourne / Stockholm,Football,Football,"PAPEC, Zlatko",YUG,Men,Football,Silver
9429,1956,Melbourne / Stockholm,Football,Football,"RADENKOVIC, Petar",YUG,Men,Football,Silver
9430,1956,Melbourne / Stockholm,Football,Football,"RADOVIC, Nikola",YUG,Men,Football,Silver
9431,1956,Melbourne / Stockholm,Football,Football,"SANTEK, Ivan",YUG,Men,Football,Silver
9432,1956,Melbourne / Stockholm,Football,Football,"SEKULARAC, Dragoslav",YUG,Men,Football,Silver
9433,1956,Melbourne / Stockholm,Football,Football,"SPAJIC, Ljubisa",YUG,Men,Football,Silver
9434,1956,Melbourne / Stockholm,Football,Football,"VESELINOVIC, Todor",YUG,Men,Football,Silver
9435,1956,Melbourne / Stockholm,Football,Football,"VIDINIC, Blagoje",YUG,Men,Football,Silver
9439,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,Floor Exercises,Gold
9440,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"AIHARA, Nobuyuki",JPN,Men,Floor Exercises,Silver
9441,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Floor Exercises,Silver
9442,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"THORESSON, William",SWE,Men,Floor Exercises,Silver
9446,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,Horizontal Bar,Bronze
9447,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Horizontal Bar,Gold
9448,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,Horizontal Bar,Silver
9449,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,Individual All-Round,Bronze
9450,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Individual All-Round,Gold
9451,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Individual All-Round,Silver
9455,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Parallel Bars,Bronze
9456,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,Parallel Bars,Bronze
9457,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Parallel Bars,Gold
9458,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KUBOTA, Masami",JPN,Men,Parallel Bars,Silver
9459,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Pommel Horse,Bronze
9460,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"SHAKHLIN, Boris",URS,Men,Pommel Horse,Gold
9461,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Pommel Horse,Silver
9462,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KUBOTA, Masami",JPN,Men,Rings,Bronze
9463,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,Rings,Bronze
9464,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"AZARYAN, Albert",URS,Men,Rings,Gold
9465,1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,Rings,Silver
